"","기업명","산업군","평점","모집내용","직군","지원자격","근무조건.근무지역","마감일.등록일"
"350","이포즌","IT/웹/통신",2.7,"[개발팀] 자사 솔루션 개발 백엔드 팀장 채용","백엔드/서버개발웹개발프론트엔드DBASE(시스템엔지니어) 외","10 ~ 20년
대학교(4년)↑","정규직
서울전체","입사지원
상시채용
"
"351","대교씨엔에스","IT/웹/통신",2.6,"[㈜대교CNS] 정보기술연구소(DevOps 엔지니어) 경력직 채용","데이터엔지니어백엔드/서버개발앱개발웹개발유지보수 외","경력 3년↑
대학(2,3년)↑","정규직
서울 관악구","입사지원
~ 04/15
"
"352","대교씨엔에스","IT/웹/통신",2.6,"[㈜대교CNS] 전략사업본부 신입/경력직 채용","데이터엔지니어백엔드/서버개발앱개발웹개발유지보수 외","신입 · 경력
대학(2,3년)↑","정규직
서울 관악구","입사지원
~ 04/15
"
"353","에이치엔아이엔씨","IT/웹/통신",2.6,"HN (舊현대BS&C 주식회사) [ IT부문 ] 신입/경력 채용","기술지원데이터분석가데이터엔지니어백엔드/서버개발앱개발 외","신입 · 경력
학력무관","정규직 · 계약직
서울 중구","입사지원
~ 04/13
"
"354","파고다아카데미","교육업",2.6,"어학원 시스템 Java 개발(5년 이상)","백엔드/서버개발웹개발퍼블리셔프론트엔드DBA 외","5 ~ 8년
학력무관","정규직
서울전체","입사지원
상시채용
"
"355","파고다아카데미","교육업",2.6,"어학원 시스템 개발(2~3년 이상)","백엔드/서버개발웹개발퍼블리셔프론트엔드DBA 외","2 ~ 5년
학력무관","정규직
서울전체","입사지원
상시채용
"
"356","비올","제조/화학",2.6,"[코스닥상장사] 2022년 상반기 각 부문별 공개채용","임베디드H/WMCUS/WC++ 외","신입 · 경력
고졸↑","정규직
경기 성남시 분당구","입사지원
~ 04/30
"
"357","이마트에브리데이","유통/무역/운송",2.6,"이마트에브리데이 경력사원 채용","기술지원데이터분석가데이터엔지니어백엔드/서버개발앱개발 외","경력
대학교(4년)↑","정규직
서울 성동구","홈페이지 지원
~ 04/11
"
"358","메가존클라우드","IT/웹/통신",2.6,"Cloud DevOps","백엔드/서버개발웹개발SE(시스템엔지니어)인프라DevOps 외","1 ~ 15년
학력무관","정규직
서울전체","입사지원
상시채용
"
"359","메가존클라우드","IT/웹/통신",2.6,"Naver Managed Service","백엔드/서버개발웹개발SE(시스템엔지니어)블록체인인프라 외","1 ~ 15년
학력무관","정규직
서울전체","입사지원
상시채용
"
"360","메가존클라우드","IT/웹/통신",2.6,"GCP Managed Service","백엔드/서버개발웹개발SE(시스템엔지니어)블록체인인프라 외","1 ~ 15년
학력무관","정규직
서울전체","입사지원
상시채용
"
"361","메가존클라우드","IT/웹/통신",2.6,"Front End Web Development Engineer","웹개발퍼블리셔프론트엔드반응형웹웹표준·웹접근성 외","1 ~ 15년
학력무관","정규직
서울전체","입사지원
상시채용
"
"362","메가존클라우드","IT/웹/통신",2.6,"Hybrid & AI 채용(Developer/SA/기획/웹디자인/KT Cloud)","백엔드/서버개발프론트엔드네트워크딥러닝아키텍쳐 외","경력무관
학력무관","정규직
서울 강남구","입사지원
~ 06/30
"
"363","메가존클라우드","IT/웹/통신",2.6,"[메가존클라우드] Cloud Mass Migration(DBA/SA/AA/Presales)","인프라클라우드APMOracleDBPostgreSQL 외","경력
학력무관","정규직
서울 강남구","입사지원
~ 06/30
"
"364","메가존클라우드","IT/웹/통신",2.6,"[메가존클라우드] Cloud Technology 부문","게임개발보안컨설팅앱개발정보보안GM(게임운영) 외","경력무관
학력무관","정규직
서울 강남구","입사지원
~ 06/30
"
"365","메가존클라우드","IT/웹/통신",2.6,"[메가존클라우드] Security business 부문 채용 (SA/Presales/Sales)","기술지원보안컨설팅정보보안솔루션클라우드 외","경력
학력무관","정규직
서울 강남구","입사지원
~ 06/30
"
"366","메가존클라우드","IT/웹/통신",2.6,"[메가존클라우드] Sales & Marketing 채용","보안컨설팅정보보안IT컨설팅SE(시스템엔지니어)영상처리 외","경력무관
학력무관","정규직 · 인턴직
서울 강남구","입사지원
~ 06/30
"
"367","메가존클라우드","IT/웹/통신",2.6,"[메가존클라우드] Cloud Technical Support Engineer (AWS/Azure/GCP)","기술지원클라우드WindowsAWSAzure 외","경력무관
학력무관","정규직
서울 강남구","입사지원
~ 06/30
"
"368","메가존클라우드","IT/웹/통신",2.6,"[메가존클라우드] Pre-Sales & Consulting 채용","백엔드/서버개발보안컨설팅웹개발웹마스터프론트엔드 외","경력무관
학력무관","정규직
서울 강남구","입사지원
~ 06/30
"
"369","메가존클라우드","IT/웹/통신",2.6,"[메가존클라우드] Developer & Designer 채용","백엔드/서버개발앱개발웹개발웹마스터유지보수 외","경력무관
학력무관","정규직
서울 강남구","입사지원
~ 06/30
"
"370","메가존클라우드","IT/웹/통신",2.6,"[메가존클라우드] Technical Management 채용","기술지원데이터분석가데이터엔지니어백엔드/서버개발보안컨설팅 외","경력무관
학력무관","정규직
서울 강남구","입사지원
~ 06/30
"
"371","메가존클라우드","IT/웹/통신",2.6,"[메가존클라우드]시스템운영 (AWS/Azure/GCP/NCP/DevOps/모니터링)","기술지원유지보수SE(시스템엔지니어)DevOpsWindows 외","경력무관
학력무관","정규직
서울 강남구","입사지원
~ 06/30
"
"372","메가존클라우드","IT/웹/통신",2.6,"[메가존클라우드] Engineer 채용","데이터분석가보안컨설팅앱개발웹개발웹마스터 외","경력무관
학력무관","정규직
서울 강남구","입사지원
~ 06/30
"
"373","메가존클라우드","IT/웹/통신",2.6,"[메가존클라우드] Solution Architect 채용","백엔드/서버개발보안컨설팅웹개발웹마스터정보보안 외","경력무관
학력무관","정규직 · 파견직
서울 강남구","입사지원
~ 06/30
"
"374","메가존클라우드","IT/웹/통신",2.6,"[메가존클라우드] Salesforce 부문 채용","데이터분석가보안컨설팅IT컨설팅SE(시스템엔지니어)클라우드 외","경력무관
학력무관","정규직
서울 강남구","입사지원
~ 06/30
"
"375","메가존클라우드","IT/웹/통신",2.6,"[메가존클라우드] Tanzu Technical Engineer 채용(신입/경력)","데이터엔지니어앱개발SE(시스템엔지니어)클라우드VMware 외","경력무관
학력무관","정규직
서울 강남구","입사지원
~ 06/30
"
"376","유엘코리아","제조/화학",2.6,"소방/방재분야 안전인증 엔지니어 채용 (감지기 분야)","QAQC자동제어QC전기설계 외","5 ~ 10년
대학교(4년)↑","정규직
서울 강남구","채용 홈페이지
오늘마감
"
"377","인터파크","유통/무역/운송",2.6,"[인터파크] 시스템 운영 담당자","SE(시스템엔지니어)인프라트러블슈팅Windows.NET 외","5 ~ 15년
학력무관","정규직
서울 강남구","홈페이지 지원
상시채용
"
"378","인터파크","유통/무역/운송",2.6,"시스템 운영 담당자","웹개발프론트엔드SE(시스템엔지니어)네트워크인프라 외","5 ~ 15년
학력무관","정규직
서울전체","입사지원
상시채용
"
"379","인터파크","유통/무역/운송",2.6,"Devops 엔지니어","백엔드/서버개발웹개발SE(시스템엔지니어)WindowsAWS 외","3 ~ 9년
학력무관","정규직
서울 강남구","입사지원
상시채용
"
"380","인터파크","유통/무역/운송",2.6,"시스템 개발자(java)","백엔드/서버개발웹개발프론트엔드SE(시스템엔지니어)Java 외","3 ~ 8년
학력무관","정규직
서울 강남구","입사지원
상시채용
"
"381","루트로닉","제조/화학",2.6,"[코스닥] IT 보안팀 채용 (경력 3~15년)","데이터분석가데이터엔지니어백엔드/서버개발보안컨설팅유지보수 외","경력 7년↑
대학(2,3년)↑","정규직
경기 고양시 덕양구","입사지원
~ 04/22
"
"382","이모션글로벌","IT/웹/통신",2.6,"Back-end 개발자 채용","백엔드/서버개발웹개발SE(시스템엔지니어).NETASP 외","3 ~ 10년
학력무관","정규직
서울 강남구","입사지원
상시채용
"
"383","우진산전","제조/화학",2.6,"㈜우진산전 각 부문 신입 및 경력 채용","SE(시스템엔지니어)데이터마이닝C++C언어CSS 외","신입 · 경력
고졸↑","정규직 · 계약직
충북 청주시","입사지원
내일마감
"
"384","빗썸코리아","IT/웹/통신",2.6,"[빗썸] 데이터 엔지니어(DW)","SE(시스템엔지니어)데이터마이닝데이터시각화빅데이터DW 외","5 ~ 8년
대학교(4년)↑","정규직
서울전체","입사지원
~ 04/30
"
"385","이테크시스템","IT/웹/통신",2.6,"Cisco 네트워크 엔지니어 채용","기술지원네트워크R","경력무관
대학(2,3년)↑","정규직
서울 중구","채용 홈페이지
~ 05/07
"
"386","트랜스코스모스코리아","서비스업",2.6,"MS Office365 기업대상 기술지원(전화/원격/메일) 채용 MGe9","IT컨설팅SE(시스템엔지니어)네트워크방화벽빅데이터 외","경력무관
학력무관","정규직
서울 중구","입사지원
~ 04/11
"
"387","트랜스코스모스코리아","서비스업",2.6,"당사 RPA 개발 및 엔지니어 채용 MLa8","기술지원데이터분석가유지보수SI개발빅데이터 외","경력무관
학력무관","정규직
서울 용산구","입사지원
~ 04/11
"
"388","트랜스코스모스코리아","서비스업",2.6,"당사 RPA 개발 및 엔지니어 채용 7La8","기술지원데이터분석가유지보수프론트엔드DBA 외","경력무관
학력무관","정규직
서울 용산구","입사지원
~ 04/17
"
"389","마크애니","IT/웹/통신",2.6,"블록체인사업부 필드엔지니어","백엔드/서버개발웹개발프론트엔드반응형웹웹표준·웹접근성 외","3 ~ 15년
학력무관","정규직
서울전체","입사지원
상시채용
"
"390","키즈룹","IT/웹/통신",2.6,"[Global EdTech] Head of Engineering, APAC","데이터엔지니어클라우드S/WRestAPIAWS 외","경력 7년↑
대학교(4년)↑","정규직
서울 강남구","홈페이지 지원
~ 04/28
"
"391","솔로몬텍","IT/웹/통신",2.6,"[솔로몬텍] 본사/해외 IT인재 대규모 채용","데이터엔지니어백엔드/서버개발보안컨설팅웹개발유지보수 외","신입 · 경력
학력무관","정규직
서울 영등포구","입사지원
~ 04/14
"
"392","오에스비저축은행","은행/금융업",2.6,"㈜OSB저축은행 IT부문 신입/경력 채용","데이터분석가데이터엔지니어백엔드/서버개발앱개발웹개발 외","신입 · 경력
학력무관","정규직
서울 서초구","입사지원
~ 04/14
"
"393","파오스파트너스","IT/웹/통신",2.6,"(주)파오스파트너스 공채 채용-DB구축,DB관리","데이터분석가데이터엔지니어빅데이터통계/분석데이터분석 외","경력무관
대학(2,3년)↑","정규직
서울 용산구","입사지원
~ 05/04
"
"394","이투스교육","교육업",2.6,"[이투스교육] IT본부 경력직 채용","백엔드/서버개발앱개발웹개발유지보수프론트엔드 외","신입 · 경력
대학교(4년)↑","정규직 · 계약직
서울 서초구","입사지원
~ 04/30
"
"395","이투스교육","교육업",2.6,"[이투스교육] System Engineer","백엔드/서버개발웹개발DBASE(시스템엔지니어)인프라 외","1 ~ 20년
학력무관","정규직
서울전체","입사지원
상시채용
"
"396","한국전자금융","서비스업",2.6,"한국전자금융(주) 상반기 각 부문 신입/경력 직원 채용","앱개발웹개발유지보수정보보안DBA 외","신입 · 경력
고졸↑","계약직
서울 강남구","홈페이지 지원
~ 04/30
"
"397","오스템임플란트","제조/화학",2.6,"오스템임플란트 [R&D] 부문 채용","데이터엔지니어백엔드/서버개발보안컨설팅정보보안SE(시스템엔지니어) 외","신입 · 경력
대학교(4년)↑","정규직 · 계약직
서울 강서구","홈페이지 지원
~ 04/17
"
"398","오스템임플란트","제조/화학",2.6,"오스템임플란트 [인테리어/디자인] 부문 채용","데이터엔지니어백엔드/서버개발보안컨설팅정보보안SE(시스템엔지니어) 외","신입 · 경력
대학교(4년)↑","정규직 · 계약직
서울 강서구","홈페이지 지원
~ 04/17
"
"399","오스템임플란트","제조/화학",2.6,"오스템임플란트 [IT/SW] 부문 채용","데이터분석가백엔드/서버개발보안컨설팅유지보수정보보안 외","신입 · 경력
대학교(4년)↑","정규직 · 계약직
서울 강서구","홈페이지 지원
~ 04/17
"
"400","피플라이프","은행/금융업",2.6,"피플라이프(주) 정규직 채용공고","데이터분석가데이터엔지니어백엔드/서버개발앱개발웹개발 외","신입 · 경력
학력무관","정규직
서울 동작구","입사지원
~ 04/14
"
"401","피플라이프","은행/금융업",2.6,"데이터엔지니어 경력","데이터엔지니어백엔드/서버개발웹개발DBASE(시스템엔지니어) 외","4 ~ 10년
학력무관","정규직
서울전체","입사지원
상시채용
"
"402","써머스플랫폼","IT/웹/통신",2.6,"[에누리가격비교] 써머스플랫폼 검색개발 경력직 모집","백엔드/서버개발웹개발프론트엔드SE(시스템엔지니어)검색엔진 외","3 ~ 10년
대학교(4년)↑","정규직
서울전체","입사지원
상시채용
"
"403","써머스플랫폼","IT/웹/통신",2.6,"[에누리가격비교] 써머스플랫폼 웹개발자 모집","웹개발퍼블리셔프론트엔드DBASE(시스템엔지니어) 외","2 ~ 7년
대학교(4년)↑","정규직
서울전체","입사지원
상시채용
"
"404","써머스플랫폼","IT/웹/통신",2.6,"[에누리가격비교] 써머스플랫폼 Back-end 개발","백엔드/서버개발웹개발프론트엔드SE(시스템엔지니어)ECMAScript 외","3 ~ 10년
대학교(4년)↑","정규직
서울전체","입사지원
상시채용
"
"405","써머스플랫폼","IT/웹/통신",2.6,"[스마트택배] 스윗트래커CIC 인프라 담당 채용","백엔드/서버개발보안컨설팅웹개발정보보안CISO 외","2 ~ 8년
학력무관","정규직
서울전체","입사지원
상시채용
"
"406","제이펀","미디어/디자인",2.6,"2022 ㈜제이펀 개발자 & UI/UX 디자이너 공개 채용","데이터분석가데이터엔지니어백엔드/서버개발앱개발웹개발 외","경력 2년↑
학력무관","정규직
서울 금천구","입사지원
~ 04/14
"
"407","지에스아이티엠","IT/웹/통신",2.6,"[GS ITM] 빅데이터 플랫폼 설계 및 구축 경력사원 모집","데이터분석가데이터엔지니어백엔드/서버개발웹개발프론트엔드 외","5 ~ 7년
학력무관","정규직
서울전체","입사지원
상시채용
"
"408","존스랑라살","건설업",2.6,"[JLL] 디지털 통합 관리자 - 대리과장급","기술지원데이터분석가데이터엔지니어백엔드/서버개발웹개발 외","경력 5년↑
대학교(4년)↑","정규직
서울 영등포구","입사지원
~ 05/08
"
"409","신한디에스","IT/웹/통신",2.6,"2022년 신한DS 전 포지션 경력직 수시채용","기술지원데이터분석가데이터엔지니어백엔드/서버개발보안컨설팅 외","경력
학력무관","정규직 · 계약직
서울 중구","홈페이지 지원
~ 04/30
"
"410","위메프","IT/웹/통신",2.6,"[위메프서비스] 시스템 엔지니어","IT컨설팅SE(시스템엔지니어)네트워크AWSLinux 외","경력 1년↑
학력무관","정규직
서울 강남구","홈페이지 지원
~ 05/10
"
"411","위메프","IT/웹/통신",2.6,"[위메프서비스] Data Lake 팀장급","HadoopMongoDBSpark데이터엔지니어빅데이터 외","10 ~ 20년
학력무관","정규직
서울 강남구","홈페이지 지원
~ 05/04
"
"412","위메프","IT/웹/통신",2.6,"[위메프서비스] E-Commerce 데이터엔지니어/NLP개발자","NLP(자연어처리)HadoopJavaPythonSpark 외","경력 3년↑
학력무관","정규직
서울 강남구","홈페이지 지원
~ 04/26
"
"413","위메프","IT/웹/통신",2.6,"[위메프] AWS 플랫폼 보안 담당자","백엔드/서버개발정보보안네트워크AWS클라우드 외","경력 3년↑
학력무관","정규직
서울 강남구","홈페이지 지원
~ 04/22
"
"414","위메프","IT/웹/통신",2.6,"[위메프서비스] Sr. DevOps Engineer","SE(시스템엔지니어)빅데이터클라우드Unix인프라 외","경력 10년↑
학력무관","정규직
서울 강남구","홈페이지 지원
~ 04/22
"
"415","위메프","IT/웹/통신",2.6,"[위메프] 신규서비스 ML엔지니어","딥러닝머신러닝NLP(자연어처리)AI(인공지능)MySQL 외","경력 2년↑
학력무관","정규직
서울 강남구","홈페이지 지원
~ 04/21
"
"416","위메프","IT/웹/통신",2.6,"[위메프서비스] CI/CD 엔지니어","웹개발JavaLinuxPythonUnix 외","경력 1년↑
학력무관","정규직
서울 강남구","홈페이지 지원
~ 04/20
"
"417","위메프","IT/웹/통신",2.6,"[위메프서비스] NoSQL 데이터베이스 엔지니어","NoSQL스크립트DBMSRDBMSLinux 외","경력 2년↑
학력무관","정규직
서울 강남구","홈페이지 지원
~ 04/12
"
"418","위메프","IT/웹/통신",2.6,"[위메프서비스] DW Data Engineer","DWETLHadoopMySQLR 외","경력 3년↑
학력무관","정규직
서울 강남구","홈페이지 지원
~ 04/14
"
"419","위메프","IT/웹/통신",2.6,"[위메프] 보안진단 엔지니어","보안컨설팅정보보안모의해킹취약점진단ISMS 외","경력 2년↑
학력무관","정규직
서울 강남구","홈페이지 지원
~ 04/14
"
"420","위메프","IT/웹/통신",2.6,"[버티컬서비스] 백엔드 개발자","백엔드/서버개발웹개발프론트엔드DBASE(시스템엔지니어) 외","3 ~ 20년
학력무관","정규직
서울전체","입사지원
상시채용
"
"421","메가스터디교육","교육업",2.6,"[메가스터디교육] 입시 데이터 파트 신입/경력 채용","데이터분석가데이터엔지니어데이터시각화빅데이터Python 외","경력무관
대학교(4년)↑","정규직
서울 서초구","입사지원
~ 04/24
"
"422","대신저축은행","은행/금융업",2.5,"2022년 신입사원 채용 모집요강","기술지원데이터엔지니어백엔드/서버개발앱개발웹개발 외","신입
대학교(4년)↑","계약직
서울 강남구","홈페이지 지원
~ 04/17
"
"423","인탑스","제조/화학",2.5,"인탑스(주) 경력사원 모집 (IT/개발/설계/경영지원)","기술지원유지보수ERP기술엔지니어제품설계 외","경력 1년↑
대학교(4년)↑","정규직
경기 안양시 만안구","입사지원
~ 04/15
"
"424","퀴네앤드나겔","유통/무역/운송",2.5,"[외국계 기업] 신입/경력 채용","기술지원백엔드/서버개발보안컨설팅유지보수정보보안 외","신입 · 경력
대학교(4년)↑","정규직 · 계약직
서울 마포구","입사지원
내일마감
"
"425","동훈아이텍","IT/웹/통신",2.5,"(주)동훈아이텍 전략사업부 기술보안 엔지니어 경력,신입 모집","정보보안네트워크머신러닝빅데이터클라우드 외","경력무관
대학(2,3년)↑","정규직
서울 강남구","입사지원
내일마감
"
"426","유비벨록스","IT/웹/통신",2.5,"유비벨록스 상반기 개발자 인원 모집","백엔드/서버개발앱개발웹개발프론트엔드SE(시스템엔지니어) 외","신입 · 경력
고졸↑","정규직
서울 구로구","입사지원
~ 05/09
"
"427","네오메카","IT/웹/통신",2.5,"시스템엔지니어 신입 및 경력사원 모집","기술지원데이터엔지니어유지보수정보보안SE(시스템엔지니어) 외","경력무관
대학(2,3년)↑","정규직
서울 강남구
3,400만원","입사지원
~ 04/30
"
"428","대성산업","유통/무역/운송",2.5,"대성산업(주) 2022년도 상반기 각 부문별 수시채용(신입/경력)","기술지원데이터엔지니어백엔드/서버개발유지보수SI개발 외","신입 · 경력
고졸↑","정규직 · 계약직
서울 구로구","홈페이지 지원
내일마감
"
"429","원더피플","유통/무역/운송",2.5,"[원더피플]보안플랫폼실[Anti-Cheat]운영담당자 모집(신입/경력)","데이터분석가데이터엔지니어보안컨설팅정보보안데이터시각화 외","신입 · 경력
학력무관","정규직
서울 강남구","입사지원
~ 06/03
"
"430","원더피플","유통/무역/운송",2.5,"슈퍼피플 플랫폼 서버 개발자 모집","백엔드/서버개발SE(시스템엔지니어)네트워크AWSNoSQL 외","경력 3년↑
학력무관","정규직
서울 강남구","입사지원
~ 05/03
"
"431","원더피플","유통/무역/운송",2.5,"[원더피플]데이터랩팀 데이터엔지니어(DBA) 모집","데이터엔지니어DBA데이터마이닝JavaMySQL 외","경력 3년↑
학력무관","정규직
서울 강남구","입사지원
~ 04/11
"
"432","원더피플","유통/무역/운송",2.5,"[원더피플]데이터랩팀 데이터엔지니어 모집","데이터엔지니어DBA데이터마이닝JavaMySQL 외","경력 3년↑
학력무관","정규직
서울 강남구","입사지원
~ 04/11
"
"433","원더피플","유통/무역/운송",2.5,"[원더피플]보안분석팀[Anti-Cheat] Data Analyst 모집","데이터분석가데이터엔지니어보안컨설팅정보보안데이터시각화 외","신입 · 경력
학력무관","정규직
서울 강남구","입사지원
내일마감
"
"434","원더피플","유통/무역/운송",2.5,"[원더피플]보안분석팀 [Anti-Cheat] Reverse Engineer 모집","데이터엔지니어보안컨설팅정보보안모의해킹취약점진단 외","경력 3년↑
학력무관","정규직
서울 강남구","입사지원
내일마감
"
"435","원더피플","유통/무역/운송",2.5,"[원더피플]보안분석팀[Anti-Cheat] Data Scientist 모집","데이터엔지니어보안컨설팅정보보안딥러닝머신러닝 외","신입 · 경력
학력무관","정규직
서울 강남구","입사지원
내일마감
"
"436","코난테크놀로지","IT/웹/통신",2.5,"솔루션 구축개발","웹개발프론트엔드SE(시스템엔지니어)인프라DevOps 외","6 ~ 9년
대학교(4년)↑","정규직
서울전체","입사지원
상시채용
"
"437","코난테크놀로지","IT/웹/통신",2.5,"솔루션/서비스 개발 팀장급 모집","백엔드/서버개발웹개발퍼블리셔프론트엔드SE(시스템엔지니어) 외","10 ~ 15년
대학교(4년)↑","정규직
서울전체","입사지원
상시채용
"
"438","코난테크놀로지","IT/웹/통신",2.5,"PM(분석 솔루션)","웹개발프론트엔드SE(시스템엔지니어)ECMAScriptJava 외","6 ~ 9년
대학교(4년)↑","정규직
서울전체","입사지원
상시채용
"
"439","코난테크놀로지","IT/웹/통신",2.5,"ML Modeling & Physics Simulation","데이터분석가SE(시스템엔지니어)딥러닝머신러닝블록체인 외","1 ~ 15년
대학교(4년)↑","정규직
서울전체","입사지원
상시채용
"
"440","대성산업","유통/무역/운송",2.5,"대성산업(주) 2022년도 상반기 각 부문별 수시채용(신입/경력)","기술지원데이터엔지니어백엔드/서버개발유지보수SI개발 외","신입 · 경력
고졸↑","정규직 · 계약직
서울 구로구","홈페이지 지원
내일마감
"
"441","어드밴텍케이알","IT/웹/통신",2.5,"어드밴텍케이알㈜ 신입/경력/인턴사원 모집","기술지원웹개발웹마스터DBA네트워크 외","신입 · 경력
학력무관","정규직 · 병역특례
서울 강서구","입사지원
내일마감
"
"442","콘센트릭스서비스코리아","IT/웹/통신",2.5,"[글로벌디지털마케팅] 컨텐츠 모니터링 개발자 모집","데이터분석가데이터엔지니어백엔드/서버개발웹개발SE(시스템엔지니어) 외","5 ~ 15년
대학교(4년)↑","정규직
서울전체","입사지원
상시채용
"
"443","콘센트릭스서비스코리아","IT/웹/통신",2.5,"CRM 운영 데이터 분석","백엔드/서버개발웹개발SE(시스템엔지니어)데이터마이닝데이터시각화 외","2 ~ 6년
대학교(4년)↑","정규직
서울전체","입사지원
상시채용
"
"444","콘센트릭스서비스코리아","IT/웹/통신",2.5,"[글로벌디지털마케팅] ML 모델링 통합 데이터분석","백엔드/서버개발웹개발SE(시스템엔지니어)데이터마이닝데이터시각화 외","5 ~ 15년
대학교(4년)↑","정규직
서울전체","입사지원
상시채용
"
"445","콘센트릭스서비스코리아","IT/웹/통신",2.5,"[글로벌디지털마케팅] 컨텐츠 모니터링 분석","데이터분석가데이터엔지니어데이터시각화빅데이터머신러닝 외","8 ~ 15년
대학교(4년)↑","정규직
서울 용산구","입사지원
채용시
"
"446","콘센트릭스서비스코리아","IT/웹/통신",2.5,"[글로벌디지털마케팅] Data Scientist 경력 채용 (정규직)","데이터분석가데이터엔지니어데이터시각화빅데이터머신러닝 외","2 ~ 15년
대학교(4년)↑","정규직
서울 강남구","입사지원
채용시
"
"447","콘센트릭스서비스코리아","IT/웹/통신",2.5,"[글로벌디지털마케팅] 데이터 분석(Data Analyst) 각 분야 채용","데이터분석가머신러닝빅데이터PythonR 외","경력 1년↑
대학교(4년)↑","정규직
서울 강남구","입사지원
상시채용
"
"448","콘센트릭스서비스코리아","IT/웹/통신",2.5,"데이터 엔지니어","백엔드/서버개발웹개발SE(시스템엔지니어)데이터마이닝데이터시각화 외","2 ~ 12년
대학교(4년)↑","정규직
서울전체","입사지원
상시채용
"
"449","콘센트릭스서비스코리아","IT/웹/통신",2.5,"BigQuery / GCP 컨설턴트","백엔드/서버개발웹개발SE(시스템엔지니어)데이터마이닝데이터시각화 외","2 ~ 10년
학력무관","정규직
서울전체","입사지원
상시채용
"
"450","더맘마","유통/무역/운송",2.5,"[(주)더맘마] 빅데이터 분석&설계 / 데이터베이스 채용 (경력)","데이터분석가데이터엔지니어백엔드/서버개발DBASE(시스템엔지니어) 외","경력 2년↑
대학교(4년)↑","정규직
서울 강서구","입사지원
~ 04/30
"
"451","핌아시아","유통/무역/운송",2.5,"[핌아시아 떠리몰] 이커머스 개발자 주임/대리/과장 채용","데이터분석가데이터엔지니어백엔드/서버개발앱개발웹개발 외","경력 1년↑
학력무관","정규직
서울 강남구","입사지원
~ 05/30
"
"452","더이앤엠","IT/웹/통신",2.5,"2022년 각 부문 신입/경력 채용","데이터분석가백엔드/서버개발보안컨설팅앱개발웹개발 외","신입 · 경력
학력무관","정규직 · 계약직
서울 서초구","입사지원
~ 04/14
"
"453","애자일소다","IT/웹/통신",2.5,"플랫폼 파트장","데이터분석가웹개발프론트엔드SE(시스템엔지니어)딥러닝 외","5 ~ 15년
대학교(4년)↑","정규직
서울전체","입사지원
상시채용
"
"454","유엔터스","IT/웹/통신",2.5,"IT개발·데이터(네트워크&기술지원) 채용","기술지원네트워크유지보수","경력무관
학력무관","정규직
서울 금천구","채용 홈페이지
~ 04/29
"
"455","더블유컨셉코리아","유통/무역/운송",2.5,"[W컨셉] 데이터 엔지니어 경력 채용","데이터엔지니어인프라클라우드AWSHadoop 외","7 ~ 13년
대학교(4년)↑","정규직
서울 강남구","입사지원
상시채용
"
"456","더블유컨셉코리아","유통/무역/운송",2.5,"[W컨셉] 데이터 사이언티스트 경력 채용","데이터엔지니어데이터마이닝모델링알고리즘빅데이터 외","5 ~ 10년
대학교(4년)↑","정규직
서울 강남구","입사지원
~ 04/13
"
"457","아이앤씨테크놀로지","제조/화학",2.5,"SW 개발자 모집 (경력직 채용)","데이터엔지니어백엔드/서버개발보안컨설팅FAESE(시스템엔지니어) 외","경력 4년↑
학력무관","정규직
경기 성남시 분당구","입사지원
~ 04/24
"
"458","제이콘텐트리","미디어/디자인",2.5,"[제이콘텐트리 조인스부문] IT 경력 채용","기술지원데이터분석가데이터엔지니어백엔드/서버개발앱개발 외","신입 · 경력
대학(2,3년)↑","정규직 · 계약직
서울 마포구","홈페이지 지원
내일마감
"
"459","리파인","IT/웹/통신",2.5,"정보화전략부 경력직 모집공고","데이터분석가데이터엔지니어알고리즘jQueryPython 외","경력 7년↑
대학교(4년)↑","정규직
서울 강남구","입사지원
~ 04/30
"
"460","티시스","IT/웹/통신",2.5,"Data Mart (BI시스템 운영)","데이터엔지니어DBA모델링H/WS/W","7 ~ 15년
학력무관","정규직
서울전체","입사지원
상시채용
"
"461","티시스","IT/웹/통신",2.5,"DA (Data Architect)","데이터엔지니어DBAMSSQLNoSQLOracleDB 외","4 ~ 10년
학력무관","정규직
서울전체","입사지원
상시채용
"
"462","네오리진","IT/웹/통신",2.5,"유선센서 개발자","SE(시스템엔지니어)S/WC++C언어Linux 외","신입 · 경력
고졸↑","정규직
서울전체","입사지원
상시채용
"
"463","애니게이트","IT/웹/통신",2.5,"C++, C# 응용프로그램 개발자 모집","기술지원유지보수SE(시스템엔지니어)SI개발네트워크 외","신입 · 경력
대학교(4년)↑","정규직
서울 용산구","입사지원
~ 04/16
"
"464","오픈소스컨설팅","IT/웹/통신",2.5,"[오픈소스컨설팅] 각 부문 엔지니어 채용(경력)","백엔드/서버개발유지보수클라우드S/WVDI 외","경력 3년↑
학력무관","정규직
서울 강남구","입사지원
~ 05/13
"
"465","오픈소스컨설팅","IT/웹/통신",2.5,"미들웨어/PasS 엔지니어","웹개발SE(시스템엔지니어)인프라클라우드DevOps 외","3 ~ 10년
학력무관","정규직
서울전체","입사지원
상시채용
"
"466","오픈소스컨설팅","IT/웹/통신",2.5,"백엔드(JAVA) 개발자","백엔드/서버개발웹개발SE(시스템엔지니어)ApacheGit 외","신입 · 경력
학력무관","정규직
서울전체","입사지원
상시채용
"
